Site Id,Loc Id,State,Runway Id,Length,Width,Surface Type Condition,Surface Treatment,PCN,Edge Light Intensity,Length Source,Length Source Date,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base End Id,Base True Heading,Base ILS Type,Base Right Hand Traffic Pattern,Base Marking Type,Base Marking Condition,Base Latitude DMS,Base Latitude Seconds,Base Longitude DMS,Base Longitude Seconds,Base Elevation,Base Threshold Height,Base Visual Glide Path Angle,Base Displaced Latitude DMS,Base Displaced Latitude Seconds,Base Displaced Longitude DMS,Base Displaced Longitude Seconds,Base Displaced Elevation,Base Displaced Threshold Length,Base TDZ Elevation,Base VGSI,Base RVR,Base RVV,Base ALS,Base REIL,Base Centerline Lights,Base Touchdown Lights,Base Obstacle,Base Obstacle Marking Lighting,Base Obstacle Part77,Base Obstacle Clearance Slope,Base Obstacle Height Above Runway,Base Obstacle Distance From Runway,Base Obstacle Centerline Offset,Base Gradient,Base Gradient Direction,Base Position Source,Base Position Source Date,Base Elevation Source,Base Elevation Source Date,Base Displaced Position Source,Base Displaced Position Source Date,Base Elevation Position Source,Base Elevation Position Source Date,Base TDZ Elevation Source,Base TDZ Elevation Source Date,Base TORA,Base TODA,Base ASDA,Base LDA,Base LAHSO,Base LAHSO Id,Base LAHSO Desc,Base LAHSO Latitude DMS,Base LAHSO Latitude Seconds,Base LAHSO Longitude DMS,Base LAHSO Longitude Seconds,Base LAHSO Source,Base LAHSO Source Date,Reciprocal End Id,Reciprocal True Heading,Reciprocal ILS Type,Reciprocal Right Hand Traffic Pattern,Reciprocal Marking Type,Reciprocal Marking Condition,Reciprocal Latitude DMS,Reciprocal Latitude Seconds,Reciprocal Longitude DMS,Reciprocal Longitude Seconds,Reciprocal Elevation,Reciprocal Threshold Height,Reciprocal Visual Glide Path Angle,Reciprocal Displaced Latitude DMS,Reciprocal Displaced Latitude Seconds,Reciprocal Displaced Longitude DMS,Reciprocal Displaced Longitude Seconds,Reciprocal Displaced Elevation,Reciprocal Displaced Threshold Length,Reciprocal TDZ Elevation,Reciprocal VGSI,Reciprocal RVR,Reciprocal RVV,Reciprocal ALS,Reciprocal REIL,Reciprocal Centerline Lights,Reciprocal Touchdown Lights,Reciprocal Obstacle,Reciprocal Obstacle Marking Lighting,Reciprocal Obstacle Part77,Reciprocal Obstacle Clearance Slope,Reciprocal Obstacle Height Above Runway,Reciprocal Obstacle Distance From Runway,Reciprocal Obstacle Centerline Offset,Reciprocal Gradient,Reciprocal Gradient Direction,Reciprocal Position Source,Reciprocal Position Source Date,Reciprocal Elevation Source,Reciprocal Elevation Source Date,Reciprocal Displaced Position Source,Reciprocal Displaced Position Source Date,Reciprocal Elevation Position Source,Reciprocal Elevation Position Source Date,Reciprocal TDZ Elevation Source,Reciprocal TDZ Elevation Source Date,Reciprocal TORA,Reciprocal TODA,Reciprocal ASDA,Reciprocal LDA,Reciprocal LAHSO,Reciprocal LAHSO Id,Reciprocal LAHSO Desc,Reciprocal LAHSO Latitude DMS,Reciprocal LAHSO Latitude Seconds,Reciprocal LAHSO Longitude DMS,Reciprocal LAHSO Longitude Seconds,Reciprocal LAHSO Source,Reciprocal LAHSO Source Date
01818.*A,LAX,CA,07L/25R,12923,150,CONC-G,GRVD,70 /R/A/W/T,HIGH,3RD PARTY SURVEY,2018-06-15,175,225,400,900,07L,83,ILS/DME,Y,PIR,G,033-56-07.9900N,122167.9864N,118-25-19.4300W,0426319.4335W,114.8,83,3,033-56-08.9900N,122168.9919N,118-25-09.6300W,0426309.6331W,120.6,832,127.8,P4L,TMR,N,MALSR,N,Y,Y,,,PIR,50,,,400R,,,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,12091,12091,12091,11259,,,,,,,,,,25R,263,ILS/DME,N,PIR,G,033-56-23.5600N,122183.5604N,118-22-47.2000W,0426167.2005W,94.3,75,3,033-56-22.4100N,122182.4082N,118-22-58.4700W,0426178.4722W,96.9,957,103.8,P4L,TMR,N,MALSR,N,Y,N,RR,L,PIR,5,25,325,0B,,,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,3RD PARTY SURVEY,2018-06-15,12091,12091,12091,11134,,,,,,,,,
01818.*A,LAX,CA,06L/24R,8926,150,ASPH-CONC-G,GRVD,70 /R/A/W/T,HIGH,3RD PARTY SURVEY,2010-03-23,175,225,400,900,06L,83,ILS/DME,N,PIR,G,033-56-56.8000N,122216.8049N,118-25-52.1800W,0426352.1755W,113.1,77,3,,,,,,,118.8,P4L,TMR,N,MALSR,N,Y,N,POLE,,PIR,45,61,3000,300L,,,3RD PARTY SURVEY,2010-03-23,3RD PARTY SURVEY,2010-03-23,,,,,3RD PARTY SURVEY,2010-03-23,8926,8926,8566,8566,,,,,,,,,,24R,263,ILS/DME,Y,PIR,G,033-57-07.5700N,122227.5741N,118-24-07.0200W,0426247.0161W,118.9,73,3,,,,,,,122.4,P4L,TMR,N,ALSF2,N,Y,Y,SIGN,L,PIR,35,42,1700,350R,,,3RD PARTY SURVEY,2010-03-23,3RD PARTY SURVEY,2010-03-23,,,,,3RD PARTY SURVEY,2010-03-23,8926,8926,8926,8926,,,,,,,,,
01818.*A,LAX,CA,06R/24L,10885,150,CONC-G,GRVD,70 /R/A/W/T,HIGH,OWNER,2015-05-19,175,225,400,900,06R,83,ILS/DME,N,PIR,G,033-56-48.5400N,122208.5368N,118-26-04.8000W,0426364.8042W,109.9,69,3,033-56-49.1900N,122209.1851N,118-25-58.4700W,0426358.4737W,109.8,537,116.2,P4L,TMR,N,MALSR,N,Y,Y,POLE,,PIR,8,9,275,375R,,,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,10285,10285,10285,9748,,,,,,,,,,24L,263,ILS/DME,Y,PIR,G,033-57-01.6700N,122221.6678N,118-23-56.5700W,0426236.5656W,112.9,79,3,033-57-00.7000N,122220.6996N,118-24-06.0100W,0426246.0084W,113.3,801,122.5,P4R,TMR,N,MALSR,N,Y,N,,,PIR,50,,,,,,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,3RD PARTY SURVEY,2016-10-16,10285,10285,10285,9483,,,,,,,,,
01818.*A,LAX,CA,07R/25L,11095,200,ASPH-CONC-G,GRVD,75 /R/A/W/T,HIGH,3RD PARTY SURVEY,2010-03-23,175,225,400,900,07R,83,ILS/DME,Y,PIR,G,033-56-01.1400N,122161.1378N,118-25-08.4700W,0426308.4660W,121.7,57,3,,,,,,,127.6,P4L,TMR,N,MALSR,N,Y,N,POLE,,PIR,32,67,2400,825R,,,3RD PARTY SURVEY,2010-03-23,3RD PARTY SURVEY,2010-03-23,,,,,3RD PARTY SURVEY,2010-03-23,11095,11095,11095,11095,,,,,,,,,,25L,263,ILS/DME,N,PIR,G,033-56-14.5100N,122174.5069N,118-22-57.7700W,0426177.7701W,97.8,70,3,,,,,,,103.7,P4R,TMR,N,ALSF2,N,Y,Y,RR,,PIR,45,21,1150,600L,,,3RD PARTY SURVEY,2010-03-23,3RD PARTY SURVEY,2010-03-23,,,,,3RD PARTY SURVEY,2010-03-23,11095,11095,11095,11095,,,,,,,,,
01886.3*A,MER,CA,13/31,11802,150,ASPH-CONC-G,,,HIGH,3RD PARTY SURVEY,2018-03-18,155,200,415,720,13,141,,,NPI,G,037-23-35.1100N,134615.1052N,120-34-51.4500W,0434091.4520W,190.4,75,3,,,,,,,190.4,P4L,,,ALSF1,,,,,,D,50,,,,,,3RD PARTY SURVEY,2018-03-18,3RD PARTY SURVEY,2018-03-18,,,,,3RD PARTY SURVEY,2018-03-18,,,,,,,,,,,,,,31,321,LOC/GS,Y,PIR,G,037-22-04.3800N,134524.3785N,120-33-19.5100W,0433999.5055W,177.7,71,3,,,,,,,180.7,P4L,,,ALSF1,N,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2018-03-18,3RD PARTY SURVEY,2018-03-18,,,,,3RD PARTY SURVEY,2018-03-18,,,,,,,,,,,,,
02078.*A,RNM,CA,H1,340,66,ASPH-CONC,,,,,,,,,,H1,,,,,,033-02-16.9800N,118936.9800N,116-54-50.9500W,0420890.9500W,1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02078.*A,RNM,CA,09/27,5001,150,ASPH-G,,,MED,NGS,2009-02-01,75,95,170,,09,99,,N,NPI,G,033-02-25.2400N,118945.2425N,116-55-23.8500W,0420923.8455W,1385.8,51,3.5,,,,,,,1388.6,P2L,,N,,N,N,N,,,C,34,,,,,,NGS,2009-02-01,NGS,2009-02-01,,,,,NGS,2009-02-01,,,,,,,,,,,,,,27,279,,N,NPI,G,033-02-16.6800N,118936.6840N,116-54-25.9900W,0420865.9941W,1394.5,32,3.5,,,,,,,1394.6,P2L,,N,,Y,N,N,,,B(V),34,,,,,,NGS,2009-02-01,NGS,2009-02-01,,,,,AVN,2011-04-11,,,,,,,,,,,,,
02126.*A,MHR,CA,04L/22R,6081,150,ASPH-G,,,MED,3RD PARTY SURVEY,2017-12-22,90,105,190,,04L,54,,N,NPI,G,038-33-10.7700N,138790.7711N,121-18-18.2500W,0436698.2550W,80.9,,,,,,,,,88.4,,,N,,N,N,N,,,B(V),50,,,,,,3RD PARTY SURVEY,2017-12-22,3RD PARTY SURVEY,2017-12-22,,,,,3RD PARTY SURVEY,2017-12-22,,,,,,,,,,,,,,22R,234,,Y,NPI,G,038-33-46.3500N,138826.3502N,121-17-16.5600W,0436636.5606W,94.1,,,,,,,,,94.1,,,N,,N,N,N,,,B(V),50,,,,,,3RD PARTY SURVEY,2017-12-22,3RD PARTY SURVEY,2017-12-22,,,,,3RD PARTY SURVEY,2017-12-22,,,,,,,,,,,,,
02126.*A,MHR,CA,04R/22L,11301,150,ASPH-CONC-G,,,HIGH,3RD PARTY SURVEY,2017-12-22,160,280,500,,04R,54,,Y,PIR,G,038-32-40.9700N,138760.9734N,121-18-48.6600W,0436728.6570W,77.3,51,3,,,,,,,81.1,V4L,TMR,N,,,N,N,,,D,50,,,,,,3RD PARTY SURVEY,2017-12-22,3RD PARTY SURVEY,2017-12-22,,,,,3RD PARTY SURVEY,2017-12-22,,,,,,,,,,,,,,22L,234,ILS/DME,N,PIR,G,038-33-47.0900N,138827.0941N,121-16-54.0000W,0436613.9950W,98.3,50,3,,,,,,,98.3,V4L,TMR,N,MALSR,,N,N,,,PIR,50,,,,,,3RD PARTY SURVEY,2017-12-22,3RD PARTY SURVEY,2017-12-22,,,,,3RD PARTY SURVEY,2017-12-22,,,,,,,,,,,,,
02126.*A,MHR,CA,H2,100,100,ASPH-F,,,,,,,,,,H2,,,,,,038-33-22.3600N,138802.3600N,121-17-07.8500W,0436627.8500W,92,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2013-01-29,FAA-EST IMAGERY,2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02126.*A,MHR,CA,H1,30,30,ASPH-F,,,,STATE,2006-02-22,,,,,H1,,,,,,038-33-45.9800N,138825.9800N,121-17-29.0100W,0436649.0100W,95,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2013-01-29,FAA-EST IMAGERY,2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02137.*A,SNS,CA,H1,90,90,ASPH-CONC,AFSC,,FLD,,,,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02137.*A,SNS,CA,08/26,6004,150,ASPH-G,,,MED,3RD PARTY SURVEY,2011-07-03,25,32,62,,08,97,,Y,NPI,G,036-39-46.4900N,131986.4871N,121-37-06.7400W,0437826.7407W,69.5,53,3,036-39-46.0100N,131986.0150N,121-37-01.9200W,0437821.9213W,70.7,396,76.4,V2L,,N,,N,N,N,,,B(V),50,,,,,,3RD PARTY SURVEY,2011-07-03,3RD PARTY SURVEY,2011-07-03,3RD PARTY SURVEY,2011-07-03,3RD PARTY SURVEY,2011-07-03,3RD PARTY SURVEY,2011-07-03,,,,,,,,,,,,,,26,277,,N,NPI,G,036-39-39.4300N,131979.4288N,121-35-53.5800W,0437753.5799W,83.7,43,3,,,,,,,84,V2L,,N,,Y,N,N,,,B(V),50,,,,,,3RD PARTY SURVEY,2011-07-03,3RD PARTY SURVEY,2011-07-03,,,,,3RD PARTY SURVEY,2011-07-03,,,,,,,,,,,,,
02137.*A,SNS,CA,13/31,4825,150,ASPH-G,,,HIGH,3RD PARTY SURVEY,2011-07-03,65,100,170,,13,148,,N,PIR,G,036-40-06.9900N,132006.9853N,121-36-36.0200W,0437796.0221W,84.3,50,3,,,,,,,84.3,V4L,R,N,,Y,N,N,TREES,,C,34,45,1733,310R,,,3RD PARTY SURVEY,2011-07-03,3RD PARTY SURVEY,2011-07-03,,,,,3RD PARTY SURVEY,2011-07-03,,,,,,,,,,,,,,31,328,ILS,Y,PIR,G,036-39-26.6000N,131966.6018N,121-36-04.4800W,0437764.4804W,82,59,3,,,,,,,82.1,P2L,T,N,MALSR,N,N,N,,,PIR,50,,,,,,3RD PARTY SURVEY,2011-07-03,3RD PARTY SURVEY,2011-07-03,,,,,3RD PARTY SURVEY,2011-07-03,,,,,,,,,,,,,
02170.*A,SAN,CA,09/27,9400,200,ASPH-CONC-E,GRVD,75 /F/A/W/T,HIGH,3RD PARTY SURVEY,2011-08-20,,,,,09,106,ILS/DME,N,PIR,G,032-44-13.6400N,117853.6413N,117-12-15.6800W,0421935.6841W,13.7,76,3.3,032-44-10.9200N,117850.9157N,117-12-04.4300W,0421924.4302W,16,1000,16.6,P4L,TR,N,MALSR,N,Y,Y,TREE,,PIR,15,31,674,385L,,,ARPTS CONTRACTOR,2013-10-31,3RD PARTY SURVEY,2011-08-20,ARPTS CONTRACTOR,2013-10-31,ARPTS CONTRACTOR,2013-10-31,AVN,2011-04-11,8280,9401,8280,7280,,,,,,,,,,27,286,LOC/DME,Y,PIR,G,032-43-48.0100N,117828.0086N,117-10-29.9000W,0421829.9018W,16.4,66,3.5,032-43-52.9400N,117832.9447N,117-10-50.2600W,0421850.2643W,14.6,1810,16.7,P4R,TR,N,MALS,N,Y,Y,SIGN,,C,0,61,250,500R,,,ARPTS CONTRACTOR,2013-10-31,3RD PARTY SURVEY,2004-04-26,ARPTS CONTRACTOR,2013-10-31,3RD PARTY SURVEY,2011-08-20,AVN,2011-04-11,9401,9401,9401,7591,,,,,,,,,
02180.*A,SDM,CA,08R/26L,3185,75,ASPH-G,,5  /F/D/Z/U,MED,3RD PARTY SURVEY,2017-05-06,12,,,,08R,96,,Y,BSC,G,032-34-17.7200N,117257.7166N,116-59-03.6500W,0421143.6453W,520.8,,,,,,,,,520.8,,,,,,,,,,A(V),50,,,,,,3RD PARTY SURVEY,2017-05-06,3RD PARTY SURVEY,2017-05-06,,,,,3RD PARTY SURVEY,2017-05-06,,,,,,,,,,,,,,26L,276,,N,BSC,G,032-34-14.6400N,117254.6393N,116-58-26.6100W,0421106.6070W,506.8,,,,,,,,,519.2,,,,,,,,,,A(V),50,,,,,,3RD PARTY SURVEY,2017-05-06,3RD PARTY SURVEY,2017-05-06,,,,,3RD PARTY SURVEY,2017-05-06,,,,,,,,,,,,,
02180.*A,SDM,CA,08L/26R,7972,150,ASPH-CONC-G,,43 /F/D/X/T,HIGH,3RD PARTY SURVEY,2017-05-06,107,141,213,,08L,96,,N,NPI,G,032-34-25.6600N,117265.6639N,116-59-36.3400W,0421176.3409W,526.1,52,3,,,,,,,526.1,P4L,,,,Y,N,N,,,D,34,,,0,,,3RD PARTY SURVEY,2017-05-06,3RD PARTY SURVEY,2017-05-06,,,,,3RD PARTY SURVEY,2017-05-06,,,,,,,,,,,,,,26R,276,,Y,NPI,G,032-34-17.9600N,117257.9581N,116-58-03.6300W,0421083.6281W,507.7,73,4,,,,,,,514,P4L,,N,,Y,N,N,,,B(V),50,,,,,,3RD PARTY SURVEY,2017-05-06,3RD PARTY SURVEY,2017-05-06,,,,,3RD PARTY SURVEY,2017-05-06,,,,,,,,,,,,,
02356.1*A,TOA,CA,H1,110,110,ASPH-G,,,PERI,NGS,2009-01-27,,,,,H1,,,,,,033-48-33.3800N,121713.3800N,118-20-44.3800W,0426044.3800W,79,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2016-03-07,FAA-EST IMAGERY,2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02356.1*A,TOA,CA,11L/29R,5001,150,ASPH-CONC-F,,,MED,NGS,2009-01-27,30,50,90,,11L,128,,N,PIR,F,033-48-29.0100N,121709.0133N,118-20-44.4100W,0426044.4066W,83,10,3.5,033-48-25.6900N,121705.6871N,118-20-39.3900W,0426039.3891W,85.1,541,96.1,V2L,,N,,N,N,N,TREES,,C,14,35,690,0B,,,NGS,2009-01-27,NGS,2009-01-27,NGS,2009-01-27,NGS,2009-01-27,AVN,2011-04-11,,,,,,,,,,,,,,29R,308,ILS/DME,Y,PIR,F,033-47-58.2400N,121678.2439N,118-19-58.0000W,0425997.9996W,96.8,11,4,033-48-01.5700N,121681.5678N,118-20-03.0100W,0426003.0119W,97,540,97,V4L,,N,MALSR,N,N,N,BLDG,,PIR,12,22,475,530L,,,NGS,2009-01-27,NGS,2009-01-27,NGS,2009-01-27,NGS,2009-01-27,NGS,2009-01-27,,,,,,,,,,,,,
02356.1*A,TOA,CA,11R/29L,3000,75,ASPH-CONC-F,,,MED,NGS,2009-01-27,28,,,,11R,128,,Y,BSC,F,033-48-18.9900N,121698.9881N,118-20-38.8100W,0426038.8141W,96.3,,,,,,,,,103.2,,,N,,,N,N,,,B(V),50,,,,,,NGS,2009-01-27,NGS,2009-01-27,,,,,AVN,2011-04-11,,,,,,,,,,,,,,29L,308,,N,BSC,F,033-48-00.5300N,121680.5334N,118-20-10.9800W,0426010.9763W,103.2,25,4,,,,,,,103.2,V2L,,N,,Y,N,N,BLDG,L,B(V),46,26,1400,100L,,,NGS,2009-01-27,NGS,2009-01-27,,,,,AVN,2011-04-11,,,,,,,,,,,,,
02385.*A,CCB,CA,06/24,3863,75,ASPH-G,,,MED,3RD PARTY SURVEY,2010-02-23,20,,,,06,69,,N,NPI,G,034-06-34.9900N,122794.9854N,117-41-36.0600W,0423696.0579W,1393,34,4,034-06-35.3600N,122795.3583N,117-41-34.8800W,0423694.8821W,1393.3,106,1429.9,V2L,,N,,N,N,N,,,C,34,,,,,,3RD PARTY SURVEY,2010-02-23,3RD PARTY SURVEY,2010-02-23,3RD PARTY SURVEY,2010-02-23,3RD PARTY SURVEY,2010-02-23,3RD PARTY SURVEY,2010-02-23,,,,,,,,,,,,,,24,249,,N,BSC,G,034-06-48.6000N,122808.5968N,117-40-53.1400W,0423653.1371W,1443.5,24,4,034-06-48.0400N,122808.0446N,117-40-54.8800W,0423654.8786W,1440.3,157,1440.3,V2R,,N,,N,N,N,ROAD,,B(V),0,9,200,0B,,,3RD PARTY SURVEY,2010-02-23,3RD PARTY SURVEY,2010-02-23,3RD PARTY SURVEY,2010-02-23,NGS,2010-02-23,3RD PARTY SURVEY,2010-02-23,,,,,,,,,,,,,
02385.*A,CCB,CA,H1,65,65,ASPH-G,,,PERI,STATE,2006-09-29,,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02385.*A,CCB,CA,H2,65,65,ASPH-CONC-G,,,,STATE,2006-09-29,,,,,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02407.*A,VCV,CA,17/35,15050,150,ASPH-CONC-G,GRVD,68 /F/A/W/T,HIGH,NGS,2006-12-19,,,,,17,180,LOC/GS,Y,PIR,G,034-37-17.9500N,124637.9480N,117-23-12.4300W,0422592.4277W,2815.3,75,3,,,,,,,2824.7,P4L,T,N,,Y,N,N,,,PIR,50,,,,,,NGS,2006-12-19,NGS,2006-12-19,,,,,NGS,2006-12-19,15050,15050,15050,15050,,,,,,,,,,35,360,,N,PIR,G,034-34-49.1100N,124489.1052N,117-23-10.9200W,0422590.9199W,2885.1,65,3,,,,,,,2885.1,P4L,R,N,,Y,N,N,,,B(V),50,,,,,,NGS,2006-12-19,NGS,2006-12-19,,,,,NGS,2006-12-19,15050,15050,15050,15050,,,,,,,,,
02407.*A,VCV,CA,03/21,9138,150,ASPH-CONC-G,,76 /F/B/X/T,HIGH,NGS,2006-12-19,,,,,03,45,,Y,NPI,G,034-34-57.7500N,124497.7456N,117-23-15.9100W,0422595.9148W,2877.6,75,3,,,,,,,2877.6,P4L,,N,,N,N,N,,,D,34,,,,,,NGS,2006-12-19,NGS,2006-12-19,,,,,NGS,2006-12-19,9138,9138,9138,9138,,,,,,,,,,21,225,,,NPI,G,034-36-02.1800N,124562.1758N,117-21-59.2700W,0422519.2749W,2844,75,3,,,,,,,2857.8,P4L,,N,,N,N,N,,,D,34,,,,,,NGS,2006-12-19,NGS,2006-12-19,,,,,NGS,2006-12-19,9138,9138,9138,9138,,,,,,,,,
02651.*A,LHX,CO,H1,145,145,ASPH-F,,,,,,,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02651.*A,LHX,CO,08/26,6849,75,ASPH-G,,,MED,NGS,2007-11-29,30,50,90,,08,90,,N,NPI,G,038-02-53.3000N,136973.3015N,103-31-24.0200W,0372684.0248W,4228.6,45,3,,,,,,,4228.6,V4L,,,,Y,,,ROAD,,C,41,28,1351,0B,,,NGS,2007-11-29,NGS,2007-11-29,,,,,NGS,2007-11-29,,,,,,,,,,,,,,26,270,,N,NPI,G,038-02-53.5300N,136973.5344N,103-29-58.4200W,0372598.4246W,4153.8,43,3,,,,,,,4187.5,P2L,,,,Y,,,,,B(V),50,,,,,,NGS,2007-11-29,NGS,2007-11-29,,,,,NGS,2007-11-29,,,,,,,,,,,,,
02651.*A,LHX,CO,12/30,5803,60,ASPH-CONC-P,,,,NGS,2007-11-29,50,65,100,,12,135,,N,BSC,F,038-03-28.1600N,137008.1619N,103-30-53.4900W,0372653.4855W,4185.7,,,,,,,,,4185.7,,,,,,,,,,A(V),50,,,,,,NGS,2007-11-29,NGS,2007-11-29,,,,,NGS,2007-11-29,,,,,,,,,,,,,,30,315,,N,BSC,F,038-02-47.4400N,136967.4404N,103-30-02.4000W,0372602.4002W,4157.9,,,,,,,,,4178.8,,,,,,,,,,A(V),50,,,,,,NGS,2007-11-29,NGS,2007-11-29,,,,,NGS,2007-11-29,,,,,,,,,,,,,
02660.1*A,LXV,CO,16/34,6400,75,ASPH-G,,,MED,3RD PARTY SURVEY,2009-10-27,20,20,,,16,170,,Y,NPI,G,039-13-41.2400N,141221.2404N,106-19-05.9300W,0382745.9328W,9930.7,45,3,,,,,,,9933.5,P2L,,,,,,,,,C,50,,,,,,3RD PARTY SURVEY,2009-10-27,3RD PARTY SURVEY,2009-10-27,,,,,3RD PARTY SURVEY,2009-10-27,,,,,,,,,,,,,,34,350,,N,NPI,G,039-12-38.9100N,141158.9079N,106-18-52.3200W,0382732.3221W,9924.6,45,3,,,,,,,9930.8,P2L,,,,,,,,,B(V),50,,,,,,3RD PARTY SURVEY,2009-10-27,3RD PARTY SURVEY,2009-10-27,,,,,3RD PARTY SURVEY,2009-10-27,,,,,,,,,,,,,
02660.1*A,LXV,CO,H1,150,100,ASPH-CONC-F,,,,,,,,,,H1,,,,BSC,F,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02967.*A,DOV,DE,14/32,12903,150,ASPH-CONC,GRVD,105/R/B/W/T,HIGH,MILITARY,2013-05-03,,,,,14,126,,N,,,039-08-21.4800N,140901.4800N,075-29-10.0200W,0271750.0200W,28.8,78,3,039-07-56.9000N,140876.9000N,075-28-26.2700W,0271706.2700W,19.3,4251,20.2,P4L,,,,,,,,,,,,,,,,MILITARY,2013-05-03,MILITARY,2021-09-30,MILITARY,2003-03-03,MILITARY,2013-05-03,MILITARY,2002-04-30,,,,,,,,,,,,,,32,306,,N,,,039-07-06.8400N,140826.8400N,075-26-57.2500W,0271617.2500W,26.2,69,2.93,,,,,,,26.2,P4L,,,,Y,,,,,,,,,,,,MILITARY,2003-03-03,MILITARY,2021-09-30,,,,,MILITARY,2021-09-30,,,,,,,,,,,,,
02967.*A,DOV,DE,01/19,9602,150,CONC,GRVD,150/R/A/W/T,HIGH,,,,,,,01,3,ILS,N,PIR,G,039-07-01.9000N,140821.9000N,075-27-52.5800W,0271672.5800W,25,75,3,,,,,,,25,P4L,T,,ALSF2,,Y,Y,,,,,,,,,,MILITARY,2013-05-03,MILITARY,2016-06-10,,,,,MILITARY,2016-06-10,,,,,,,,,,,,,,19,183,ILS,N,PIR,G,039-08-36.6600N,140916.6600N,075-27-45.7300W,0271665.7300W,22.2,75,3,,,,,,,23.2,P4L,T,,ALSF1,Y,Y,,,,,,,,,,,MILITARY,2003-03-03,MILITARY,2016-06-10,,,,,MILITARY,2016-06-10,,,,,,,,,,,,,
03052.*A,BOW,FL,09L/27R,5000,150,ASPH-G,,48 /F/A/W/T,MED,3RD PARTY SURVEY,2006-05-12,,,,,09L,87,,,NPI,G,027-56-40.3900N,100600.3854N,081-47-26.2000W,0294446.2000W,117,44,3,,,,,,,124.7,P4L,,,,Y,,,TREE,,C,34,62,2290,110R,,,3RD PARTY SURVEY,2006-05-12,3RD PARTY SURVEY,2006-05-12,,,,,3RD PARTY SURVEY,2006-05-12,,,,,,,,,,,,,,27R,267,,,NPI,G,027-56-42.9100N,100602.9053N,081-46-30.5200W,0294390.5197W,114.7,32,3,,,,,,,124.7,P4L,,,,Y,,,TREE,,C,34,28,1130,240L,,,3RD PARTY SURVEY,2006-05-12,3RD PARTY SURVEY,2006-05-12,,,,,3RD PARTY SURVEY,2006-05-12,,,,,,,,,,,,,
